3883,20.673,100.072802,0
933,4.4185,100.075154,1
4333,96.403,100.075928,2
860,65.962,100.07932,3
1989,69.531,100.081382,4
2905,2.8979,100.083924,5
3629,19.61,100.083981,6
2244,62.546,100.08438,7
3918,9.3694,100.085365,8
4218,90.42,100.086559,9
2955,17.492,100.089015,10
3365,3.2025,100.089911,11
3292,614770,100.090879,12
1341,92.181,100.096943,13
2912,52.248,100.097046,14
2463,12.396,100.097288,15
1048,54.304,100.098118,16
4804,87.131,100.099898,17
3582,55.292,100.101319,18
937,77.513,100.101527,19
3935,46.4,100.101743,20
1844,91.026,100.102331,21
3874,37.69,100.104097,22
2899,52.276,100.104679,23
2579,50.245,100.105769,24
3460,40.449,100.106356,25
4061,50.527,100.108085,26
3017,68.468,100.108219,27
3630,99.032,100.108595,28
3611,57.268,100.109166,29
2580,68.122,100.109239,30
3706,77.3,100.109524,31
4605,92.784,100.110533,32
1953,95.77,100.111036,33
4721,30.935,100.111788,34
3527,51.205,100.11227,35
4630,36.29,100.112343,36
4975,76.55,100.112525,37
2485,17.315,100.1126,38
4909,93.012,100.113002,39
527,50.546,100.113518,40
3622,72.211,100.113928,41
3626,7.0952,100.114365,42
3444,62.857004,100.114457,43
1997,7.4249,100.116422,44
3701,57.909,100.11702,45
2861,93.04,100.117419,46
2427,70.334,100.118125,47
3792,13.606,100.118397,48
1119,71.259,100.119476,49
2403,70.872,100.119491,50
1061,59.793,100.119508,51
3138,398760,100.120079,52
357,53.155,100.120115,53
2535,11.918,100.12054,54
1064,378910,100.121624,55
3188,26.967,100.121829,56
2578,83.523,100.122379,57
4074,91.87,100.122593,58
2929,36.762,100.122596,59
4948,75.454,100.123735,60
3995,75.758,100.124014,61
2904,98.572,100.124199,62
4035,38.516,100.124924,63
4066,31.353,100.125343,64
3710,31.432,100.126437,65
4034,38.609,100.12808,66
4603,99.449,100.128891,67
4908,56.793,100.129042,68
2967,4.7757,100.129525,69
3152,90.684,100.12978,70
4992,32.590002,100.130135,71
3712,67.67,100.131206,72
4801,98.475,100.131251,73
4240,66.004,100.131294,74
4716,10.78,100.131825,75
3825,66.239,100.132451,76
4330,71.817,100.133289,77
443,85.768,100.133529,78
3689,29.753,100.133834,79
3031,4.1216,100.13405,80
4192,67.435,100.134098,81
4889,82.893,100.134527,82
3468,3.3506,100.134635,83
2888,48.913,100.134679,84
3694,13.742,100.134765,85
2991,81.93,100.135192,86
4991,81.531,100.135442,87
1057,66.463,100.135695,88
1478,75.789,100.135936,89
1457,76.921,100.135946,90
2396,12.704,100.136242,91
3698,25.778,100.136322,92
3865,3.6485,100.136434,93
1739,75.344,100.136446,94
3680,24.644,100.136785,95
2838,71.512,100.13706,96
4773,78.355,100.137889,97
2902,54.449,100.137965,98
3321,32.600998,100.138234,99
3046,55.317,100.138287,100
819,24.502,100.138376,101
4154,24.094,100.138483,102
2910,50.537,100.138732,103
4449,81.112,100.138878,104
4041,68.532,100.139169,105
4504,71.753,100.139833,106
914,82.504,100.139919,107
4129,54.422,100.139986,108
1325,53.195,100.139996,109
4393,12.79,100.14052,110
3620,93.5,100.141014,111
4060,44.829,100.141067,112
2629,79.978,100.141242,113
2031,9.6975,100.141245,114
1472,48.122,100.141583,115
444,68.58,100.141621,116
3605,35.253,100.141734,117
11,97.377,100.142039,118
386,97.08,100.142385,119
4792,88.65,100.142445,120
1503,93.72,100.14259,121
3585,66.046,100.142754,122
2467,48.619,100.143053,123
2709,93.699,100.143207,124
4400,56.085,100.143558,125
946,85.265,100.143769,126
4656,30.827,100.143924,127
2456,21.535,100.14397,128
3406,41.795,100.144392,129
3522,95.999,100.144497,130
833,7.3007,100.145104,131
2236,85.895,100.145313,132
3360,97.159,100.145401,133
3453,94.192,100.145491,134
2410,21.274,100.146016,135
529,23.018,100.146828,136
4860,1.1475,100.146837,137
4337,76.892,100.147173,138
2512,59.151,100.147185,139
586,8.1674,100.147265,140
4137,81.397,100.14732,141
4110,36.675,100.147446,142
3115,1.4189,100.147983,143
4303,30.597,100.148333,144
4203,41.353,100.149595,145
829,93.175,100.14986,146
4519,51.715,100.149894,147
3676,10.977,100.15028,148
2269,45.846,100.150317,149
4123,29.06,100.150451,150
1032,42.043,100.150488,151
3879,72.063,100.151118,152
4210,9.7519,100.151123,153
3069,82.007,100.151225,154
4133,45.138,100.151365,155
3395,40.608,100.1516,156
2836,67.219,100.152119,157
1481,48.28,100.152125,158
2999,58.328,100.152168,159
1310,28.217,100.152177,160
3695,48.093,100.152381,161
575,66.377,100.152932,162
4089,87.587,100.153075,163
1014,3.4673,100.153118,164
3811,29.198,100.153219,165
968,21.542,100.153788,166
1339,62.326,100.153832,167
2789,67.218,100.154129,168
3197,19.33,100.15427,169
2447,6.3457,100.15447,170
4559,99.55,100.154555,171
967,33.768,100.154918,172
3590,46.066,100.155004,173
2751,78.081,100.155057,174
2392,12.613,100.155212,175
3240,5.599,100.155326,176
4554,81.179,100.155514,177
4756,74.762,100.155544,178
867,14.646,100.155651,179
2586,74.013,100.155855,180
1308,58.995,100.156203,181
578,99.378,100.156227,182
579,90.672,100.156784,183
1733,29.07,100.157147,184
3606,16.012,100.157235,185
561,37.025,100.15737,186
4685,99.544,100.157521,187
4745,67.251,100.157614,188
3813,22.511,100.157626,189
2560,33.239,100.157628,190
368,78.562,100.158376,191
3596,86.787,100.158429,192
286,56.191,100.158614,193
1372,18.804,100.1593,194
1463,88.14,100.159391,195
1721,84.465,100.159858,196
523,77.576,100.160002,197
4030,83.908,100.160248,198
2620,90.835,100.160409,199
3146,91.667,100.160488,200
411,62.767,100.161009,201
4331,338380,100.161073,202
3397,21.481,100.161176,203
830,30.123,100.161213,204
3954,40.928,100.161338,205
901,50.99,100.161412,206
3784,41.589,100.162077,207
2134,42.876,100.1633,208
118,95.24,100.163543,209
745,25.508,100.163986,210
1510,87.504,100.164204,211
2995,43.447,100.164479,212
26,56.358,100.164707,213
3478,8.5962,100.164802,214
3617,58.233,100.165287,215
4082,6.4383,100.165828,216
3972,10.265,100.16622,217
3963,68.706,100.166256,218
3941,58.239,100.16644,219
1374,34.155,100.166517,220
2866,97.835,100.166728,221
4588,34.094,100.166936,222
4039,48.205,100.167057,223
4933,26.771,100.167116,224
4976,29.664,100.167201,225
3683,22.381,100.167515,226
1386,15.946001,100.167746,227
1455,82.322,100.168136,228
2567,38.701,100.168235,229
4494,3.9019,100.168317,230
2930,55.443,100.168866,231
2477,79.369,100.169524,232
1678,24.252,100.16977,233
2319,91.525,100.170187,234
4803,64.885996,100.170267,235
4285,67.432,100.170459,236
877,46.044,100.170574,237
95,92.069,100.170707,238
297,57.1,100.171107,239
437,79.359,100.171157,240
23,92.978,100.171622,241
496,29.328,100.172279,242
2744,92.713,100.172884,243
4750,71.159,100.172995,244
960,39.321,100.173351,245
4940,9.0771,100.17336,246
1357,97.928,100.173381,247
4151,254070,100.173416,248
4835,26.037,100.174078,249
3141,11.021,100.174142,250
3515,41.366,100.174627,251
398,48.402,100.175867,252
3417,31.068,100.176046,253
1078,5.3202,100.176315,254
3419,47.475,100.17641,255
947,77.926,100.17643,256
3909,8.3811,100.17679,257
2436,69.489,100.176892,258
2712,15.941,100.17699,259
2965,12.8,100.177602,260
3997,49.073,100.177611,261
4865,40.191,100.17762,262
3576,37.936,100.177939,263
971,39.345,100.17822,264
3491,46.562,100.17827,265
1041,32.643002,100.178285,266
2685,55.391,100.17872,267
4178,15.946999,100.178952,268
3965,21.765,100.179125,269
2752,63.233004,100.179169,270
2568,52.466,100.179219,271
3926,62.811004,100.179431,272
2393,36.444,100.17952,273
3199,51.78,100.179581,274
265,36.464,100.179732,275
3498,34.766,100.179879,276
2585,58.263,100.17991,277
3725,3.7504,100.180628,278
1352,97.908,100.180679,279
4793,73.888,100.180847,280
4072,32.214,100.180903,281
678,30.183,100.180981,282
3379,12.855,100.181843,283
530,62.845996,100.182121,284
2937,51.975,100.18232,285
3416,75.814,100.182399,286
4945,63.461996,100.182549,287
512,48.882,100.182695,288
4761,37.782,100.182704,289
4601,97.278,100.182845,290
879,64.286,100.183114,291
3805,6.5965,100.183123,292
1682,26.497,100.183203,293
909,50.07,100.183241,294
4727,43.189,100.183243,295
39,52.686,100.183504,296
2267,88.687,100.183505,297
476,88.538,100.183822,298
1311,37.753,100.183903,299
2701,10.41,100.184034,300
3025,79.96,100.184102,301
2264,8.354599,100.184455,302
856,70.487,100.184567,303
4270,17.456,100.184606,304
3666,27.698,100.185027,305
4883,82.651,100.185497,306
3075,5.2716,100.185793,307
3768,55.872,100.186126,308
2656,19.455,100.187174,309
658,9.1511,100.187333,310
2429,25.131,100.187384,311
2111,16.92,100.18753,312
3619,14.142,100.187978,313
4852,33.956,100.188301,314
1318,78.781,100.188309,315
4112,18.216,100.188617,316
2820,67.421,100.188819,317
3839,26.841,100.1891,318
213,24.589,100.189556,319
3074,6.0757,100.189866,320
1381,57.606,100.190089,321
2547,77.086,100.190317,322
1086,92.304,100.190453,323
4124,62.522,100.190659,324
583,3.191,100.190951,325
2927,99.735,100.191409,326
1118,82.349,100.191464,327
776,47.158,100.192112,328
211,66.52,100.193383,329
1120,57.903,100.193449,330
826,43.599,100.193748,331
3560,89.1,100.193977,332
976,14.789,100.194107,333
2985,40.642,100.194109,334
3045,17.449,100.194507,335
3711,13.071,100.194516,336
1835,98.651,100.194608,337
456,81.292,100.1951,338
4144,39.302,100.195542,339
4029,97.731,100.19557,340
2689,1.0587,100.195785,341
2459,67.192,100.196062,342
858,24.666,100.196155,343
3913,45.076,100.196251,344
3733,70.33,100.196557,345
4084,31.939,100.197109,346
2759,24.982,100.197757,347
2550,1.3912,100.198928,348
4243,29.851,100.199391,349
1469,9.4799,100.199784,350
2445,98.254,100.200365,351
638,26.095,100.201018,352
4916,69.845,100.201244,353
2808,34.889,100.202531,354
3052,9.917,100.203028,355
3051,39.579,100.203859,356
2098,8.2113,100.20463,357
4841,74.33,100.205371,358
2917,35.055,100.205704,359
3657,38.907,100.206337,360
4867,3.8298,100.207776,361
3493,63.877,100.208896,362
4784,14.842,100.209057,363
1505,97.452,100.209585,364
1426,54.578,100.20961,365
85,16.504001,100.210025,366
4215,59.331,100.210403,367
3908,49.387,100.210933,368
1305,14.915,100.211193,369
3143,46.491,100.211874,370
2915,19.848,100.212558,371
1080,45.561,100.212806,372
938,47.081,100.213018,373
4597,60.843,100.213124,374
892,74.438,100.213274,375
3592,11.826,100.2134,376
1037,89.943,100.213418,377
3029,41.367,100.214358,378
2556,80.776,100.215137,379
250,88.155,100.216874,380
3030,6.9687,100.217011,381
3393,37.113,100.217498,382
502,59.555,100.218018,383
3850,5.8103,100.218081,384
514,42.503,100.222039,385
4981,99.491,100.222476,386
1013,85.659,100.22278,387
4273,62.693,100.222828,388
511,90.098,100.223127,389
3016,29.508,100.223986,390
2444,29.107,100.224167,391
871,46.824,100.224717,392
4045,73.14,100.22539,393
4522,12.724,100.226475,394
2624,96.087,100.226763,395
2528,5.7585,100.227545,396
162,69.919,100.228219,397
2863,97.43,100.228498,398
1665,33.282998,100.228632,399
2981,69.369,100.228823,400
3840,39.173,100.22936,401
3743,99.331,100.229821,402
1017,94.656,100.23078,403
4455,62.719004,100.230932,404
954,11.382,100.232942,405
1028,37.727,100.23384,406
3258,13.747,100.234703,407
943,20.646,100.234704,408
427,78.086,100.234725,409
957,24.368,100.236451,410
2728,42.261,100.236514,411
556,8.095099,100.238503,412
4913,47.496,100.239013,413
129,18.918,100.239096,414
2671,26.115,100.239116,415
4450,49.118,100.239162,416
2170,95.179,100.240011,417
263,38.023,100.240343,418
4627,29.273,100.240597,419
4892,77.514,100.242819,420
4942,5.1413,100.243259,421
2695,47.392,100.243679,422
1000,71.201,100.243778,423
149,39.497,100.244013,424
696,99.816,100.244025,425
626,73.141,100.244167,426
3129,62.891996,100.244948,427
3555,70.106,100.245473,428
3546,38.74,100.246088,429
4679,98.385,100.246218,430
4099,10.739,100.247075,431
780,58.484,100.2472,432
344,38.727,100.24778,433
1531,13.027,100.247994,434
2694,48.829,100.248258,435
165,74.189,100.248714,436
3225,55.081,100.249943,437
773,60.877,100.250441,438
3816,52.61,100.250681,439
3923,79.801,100.250811,440
209,43.547,100.251157,441
2761,45.293,100.25171,442
3009,75.639,100.252766,443
376,6.4897,100.253206,444
1715,89.443,100.25522,445
3737,78.967,100.255647,446
495,13.402,100.256337,447
4314,38.673,100.256516,448
2272,51.674,100.256922,449
4231,68.369,100.256927,450
3010,8.3128,100.257185,451
174,61.194,100.257916,452
1687,17.172,100.2586,453
3740,47.343,100.259131,454
653,31.598002,100.260734,455
4890,26.317,100.261168,456
4348,76.478,100.26214,457
4702,26.102,100.262945,458
1287,48.305,100.263652,459
2401,4.8156,100.263785,460
835,32.432002,100.264726,461
1232,54.383,100.265951,462
686,11.539,100.266668,463
3259,91.781,100.266967,464
1723,80.677,100.267566,465
414,65.422996,100.267594,466
4695,36.627,100.267672,467
2230,71.773,100.267905,468
3921,87.206,100.267958,469
